full_name,institution_name,institution_id,institution_type,email,contact_info
Ina Majauskienė,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Kazlų Rūdos m. 4 (Liepų),1261,5,majauskiene.ina@gmail.com,
Vaidmantas Pabedinskas,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Ąžuolų Būdos seniūnaitija,1262,5,vaidmantas.pabedinskas@gmail.com,
Rimantas Gudynas,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Bagotosios seniūnaitija,1263,5,rimas64@gmail.com,
Gina Girdvainienė,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Jūrės k. seniūnaitija,1264,5,gina.girdvainiene@yahoo.com,
Eglė Grinevičienė,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Jūrės miestelio seniūnaitija,1265,5,eglegrineviciene@gmail.com,
Algimantas Smailys,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Gudelių seniūnaitija,1266,5,,
Loreta Matusevičienė,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Višakio Rūdos seniūnaitija,1267,5,loretima@gmail.com,
Rimantas Gruodienė,Kazlų Rūdos savivaldybė Kazlų Rūdos seniūnija Bebruliškės seniūnaitija,1268,5,,
Remigijus Navickas,Kazlų Rūdos savivaldybė Plutiškių seniūnija Plutiškių,1269,5,mavickas@vet.lt,
Jolanta Kereišienė,Kazlų Rūdos savivaldybė Plutiškių seniūnija Subačiškių,1270,5,,
Joana Kairiūkštytė,Kazlų Rūdos savivaldybė Plutiškių seniūnija Tabariškių,1271,5,jkairiukstyte@gmail.lt,
Vaidotas Trepėnaitis,Kazlų Rūdos savivaldybė Antanavo seniūnija Parko,1272,5,vaidotas02@gmail.com,
Gintas Šarkus,Kazlų Rūdos savivaldybė Antanavo seniūnija Sūduvos,1273,5,,
Milda Krepenskienė,Kazlų Rūdos savivaldybė Antanavo seniūnija Sodžiaus,1274,5,mildakre@gmail.lt,
Darius Gustas,Kazlų Rūdos savivaldybė Jankų seniūnija Jankų,1275,5,,
Zita Šilniauskienė,Kazlų Rūdos savivaldybė Jankų seniūnija Būdos,1276,5,,
Aidas Gicevičius,Kazlų Rūdos savivaldybė Jankų seniūnija Karčrūdės,1277,5,,
Alius Juozapavičius,Kazlų Rūdos savivaldybė Jankų seniūnija Katinų,1278,5,,
Rasius Šarauskas,Kazlų Rūdos savivaldybė Jankų seniūnija Sarapinų,1279,5,,
Eologija Lukošaitienė,Kazlų Rūdos savivaldybė Jankų seniūnija Degučių,1280,5,,
Virginija Jucienė,Biržų rajono savivaldybė Vabalninko seniūnija Ančiškių,1290,5,virginija.juciene@gmail.com,
Adolfas Jasinevičius,Biržų rajono savivaldybė Vabalninko seniūnija Gaižiūnų,1292,5,a.jasinevičius@gmail.com,
Regina Kančiauskienė,Biržų rajono savivaldybė Vabalninko seniūnija Lebeniškių,1293,5,,
Donatas Nevieta,Biržų rajono savivaldybė Vabalninko seniūnija Meilūnų,1294,5,donatasne@gmail.com,
Irena Vasiliauskienė,Biržų rajono savivaldybė Vabalninko seniūnija Ramongalių,1296,5,ivasiliauskiene@gmail.com,
Nijolė Šatienė,Biržų rajono savivaldybė Vabalninko seniūnija Šukionių,1298,5,satiene.nijole@gmail.com,
Dalia Visockienė,Biržų rajono savivaldybė Pabiržės seniūnija Pabiržės,1299,5,,
Regina Balbierienė,Biržų rajono savivaldybė Pabiržės seniūnija Kirdonių,1300,5,,
Viktoras Masys,Biržų rajono savivaldybė Pabiržės seniūnija Gulbinų,1301,5,,
Jonas Morkūnas,Biržų rajono savivaldybė Pabiržės seniūnija Šeškinės,1302,5,,
Gediminas Arnašius,Biržų rajono savivaldybė Širvėnos seniūnija Anglininkų,1309,5,gediminas59@yahoo.com,
Albertas Petraitis,Biržų rajono savivaldybė Širvėnos seniūnija Geidžiūnų,1310,5,,
Vytas Jareckas,Biržų rajono savivaldybė Širvėnos seniūnija Kirkilų,1312,5,bendruomene@kirkilai.lt,
Irena Misevičienė,Biržų rajono savivaldybė Širvėnos seniūnija Rinkuškių,1317,5,irenamae@blog.lt,
Kristina Klyvienė,Biržų rajono savivaldybė Nemunėlio Radviliškio seniūnija Germaniškio,1318,5,geltonkase@gmail.com,
Ina Žagrakalienė,Biržų rajono savivaldybė Nemunėlio Radviliškio seniūnija Pučiakalnės,1321,5,,
Rimantas Širmelis,Biržų rajono savivaldybė Nemunėlio Radviliškio seniūnija Smaltiškių,1322,5,,
Antanas Bėliakas,Biržų rajono savivaldybė Nemunėlio Radviliškio seniūnija Suosto,1323,5,antanasbeliakas@gmail.com,
Rasa Vileišienė,Biržų rajono savivaldybė Pačeriaukštės seniūnija Juostaviečių,1324,5,,
Sandra Šimienė,Biržų rajono savivaldybė Pačeriaukštės seniūnija Pačeriaukštės,1325,5,,
Ramunė Klungytė Petrauskienė,Biržų rajono savivaldybė Pačeriaukštės seniūnija Pasvaliečių,1326,5,,
Egidijus Žagrakalis,Biržų rajono savivaldybė Pačeriaukštės seniūnija Smilgių,1327,5,,
Gendrutis Sindriūnas,Biržų rajono savivaldybė Parovėjos seniūnija Būginių,1328,5,,
Vidas Kavaliauskas,Biržų rajono savivaldybė Parovėjos seniūnija Drąseikių,1329,5,,
Jonas Juozas Papaurėlis,Biržų rajono savivaldybė Parovėjos seniūnija Medeikių,1330,5,,
Vytautas Stankevičius,Biržų rajono savivaldybė Parovėjos seniūnija Parovėjos,1331,5,,
Virginija Petrauskienė,Biržų rajono savivaldybė Parovėjos seniūnija Užušilių,1332,5,,
Zita Gecienė,Joniškio rajono savivaldybė Gaižaičių seniūnija Raistų,1333,5,,
Laimutė Petkauskienė,Joniškio rajono savivaldybė Gaižaičių seniūnija Gaižaičių,1334,5,,
Eglė Ginkuvienė,Joniškio rajono savivaldybė Gaižaičių seniūnija Juodeikių,1335,5,e.ginkuviene@jonmu.lt,
Rima Medišauskienė,Joniškio rajono savivaldybė Gataučių seniūnija Gataučių,1336,5,,
Dangirutė Rauckienė,Joniškio rajono savivaldybė Gataučių seniūnija Jauniūnų,1337,5,dangiruterauckiene@gmail.com,
Albertas Skiparis,Joniškio rajono savivaldybė Gataučių seniūnija Stupurų,1338,5,,
Ligita Petrauskienė,Joniškio rajono savivaldybė Gataučių seniūnija Mekių,1339,5,petrauskiene.ligita@gmail.com,
Povilas Mikalajūnas,Joniškio rajono savivaldybė Joniškio seniūnija Kalnelio,1340,5,,
Laima Norvaišienė,Joniškio rajono savivaldybė Joniškio seniūnija Sidabros,1341,5,,
Jovita Vaškevičienė,Joniškio rajono savivaldybė Joniškio seniūnija Draugystės,1342,5,,
Rasa Lukšaitė,Joniškio rajono savivaldybė Joniškio seniūnija Parko,1343,5,,
Stasė Ramonienė,Joniškio rajono savivaldybė Joniškio seniūnija Malūno,1344,5,,
Irena Vilkonienė,Joniškio rajono savivaldybė Joniškio seniūnija Ziniūnų,1345,5,,
Kristina Martinaitytė,Joniškio rajono savivaldybė Joniškio seniūnija Linkaičių,1346,5,,
Stasys Žemeckas,Joniškio rajono savivaldybė Joniškio seniūnija Jakiškių-Maironių,1347,5,,
Regina Juknienė,Joniškio rajono savivaldybė Kepalių seniūnija Beržininkų,1349,5,,
Gediminas Andrašiūnas,Joniškio rajono savivaldybė Kepalių seniūnija Kirnaičių,1350,5,,
Zigmantas Ladukas,Joniškio rajono savivaldybė Kepalių seniūnija Kurmaičių,1351,5,,
Stasys Rimdžius,Joniškio rajono savivaldybė Kepalių seniūnija Gasčiūnų,1352,5,,
Alvydas Užkuraitis,Joniškio rajono savivaldybė Kriukų seniūnija Kriukų,1353,5,,
Vida Danilevičienė,Joniškio rajono savivaldybė Kriukų seniūnija Blauzdžiūnų,1354,5,,
Neringa Rudytė,Joniškio rajono savivaldybė Kriukų seniūnija Lieporų,1355,5,aurizma@one.lt,
Pranė Ramonienė,Joniškio rajono savivaldybė Kriukų seniūnija Skakų,1356,5,,
Robertas Vaitiekūnas,Joniškio rajono savivaldybė Kriukų seniūnija Darginių,1357,5,,
Renė Tamošiūnienė,Joniškio rajono savivaldybė Kriukų seniūnija Bučiūnų,1358,5,,
Nijolė Martinaitienė,Joniškio rajono savivaldybė Rudiškių seniūnija Rudiškių,1359,5,,
Virginijus Gerlikas,Joniškio rajono savivaldybė Rudiškių seniūnija Jankūnų,1360,5,,
Valdas Žigas,Joniškio rajono savivaldybė Rudiškių seniūnija Beržėnų,1361,5,,
Rasa Tamulienė,Joniškio rajono savivaldybė Satkūnų seniūnija Satkūnų,1362,5,,
Rimanta Stonytė,Joniškio rajono savivaldybė Satkūnų seniūnija Daunoravos,1363,5,,
Audrius Valuntonis,Joniškio rajono savivaldybė Satkūnų seniūnija Drąsutaičių,1364,5,,
Lina Tamašauskienė,Joniškio rajono savivaldybė Satkūnų seniūnija Milvydžių,1365,5,,
Jonas Vytautas Grubis,Joniškio rajono savivaldybė Satkūnų seniūnija Plikiškių,1366,5,,
Jonas Jurgelis,Joniškio rajono savivaldybė Satkūnų seniūnija Pročiūnų,1367,5,,
Nijolė Lukšienė,Joniškio rajono savivaldybė Satkūnų seniūnija Tautginių,1368,5,,
Violeta Drigotienė,Joniškio rajono savivaldybė Saugėlaukio seniūnija Saugėlaukio,1369,5,,
Stefanija Motuzienė,Joniškio rajono savivaldybė Saugėlaukio seniūnija Bariūnų,1370,5,stefam27@gmail.com,
Jolana Petrikienė,Joniškio rajono savivaldybė Saugėlaukio seniūnija Mindaugių,1371,5,gintarasjer@gmail.com,
Loreta Pociūnienė,Joniškio rajono savivaldybė Saugėlaukio seniūnija Pošupių,1372,5,lorkamp@gmail.com,
Stasė Bramanienė,Joniškio rajono savivaldybė Saugėlaukio seniūnija Skilvionių,1373,5,bramaniene@gmail.com,
Romas Ilgūnas,Joniškio rajono savivaldybė Skaistgirio seniūnija Skaistgirio,1374,5,,
Irena Banienė,Joniškio rajono savivaldybė Skaistgirio seniūnija Jurdaičių,1376,5,,
Vladimiras Gorodničenko,Joniškio rajono savivaldybė Skaistgirio seniūnija Maldenių,1378,5,,
Ona Kalnienė,Joniškio rajono savivaldybė Skaistgirio seniūnija Reibinių,1379,5,,
Danutė Ona Laukutienė,Joniškio rajono savivaldybė Skaistgirio seniūnija Senosios Žagarės,1380,5,,
Laima Radvilienė,Joniškio rajono savivaldybė Žagarės seniūnija Daukšių,1381,5,,
Daina Sičiovienė,Joniškio rajono savivaldybė Žagarės seniūnija Maželių,1382,5,valentinassic@gmail.com,
Rimantas Šliažas,Joniškio rajono savivaldybė Žagarės seniūnija Minčaičių,1383,5,,
Velta Liulienė,Joniškio rajono savivaldybė Žagarės seniūnija Žagarės centro,1385,5,,
Stasė Danutė Diementienė,Joniškio rajono savivaldybė Žagarės seniūnija Švėtės,1386,5,,
Rimantas Uogela,Joniškio rajono savivaldybė Žagarės seniūnija Žiurių,1387,5,,
Armandas Keturakis,Joniškio rajono savivaldybė Žagarės seniūnija Žvelgaičių,1388,5,,
Zita Kaušakienė,Kupiškio rajono savivaldybė Kupiškio seniūnija Uoginių,1389,5,z.kausakiene@kupiskis.lt,
Laimutė Juknevičienė,Kupiškio rajono savivaldybė Noriūnų seniūnija Palėvenės,1398,5,,
Vilius Vadapolas,Kupiškio rajono savivaldybė Skapiškio seniūnija Kreipšių,1403,5,,
Juozas Žeimantas,Kupiškio rajono savivaldybė Skapiškio seniūnija Naivių,1404,5,juozas.zeimantas@gmail.com,
Virginija Pakalniškienė,Kupiškio rajono savivaldybė Šimonių seniūnija Adomynės,1407,5,virgapak@gmail.com,
Valentinas Kščenavičius,Kupiškio rajono savivaldybė Šimonių seniūnija Migonių,1408,5,,
Rasa Jankauskienė,Kupiškio rajono savivaldybė Šimonių seniūnija Šimonių,1409,5,rasajan76@gmail.com,
Angelė Stanislauskienė,Kaišiadorių rajono savivaldybė Žiežmarių apylinkės seniūnija Stasiūnų,1422,5,stasiunai@kaisiadoriuvb.lt,
Janina Slaninienė,Kaišiadorių rajono savivaldybė Žiežmarių apylinkės seniūnija Medinių Strėvininkų,1424,5,janina.slaniniene@ldr.lt,
Nadiežda Talkačiova,Kaišiadorių rajono savivaldybė Žiežmarių apylinkės seniūnija Mūro Strėvininkų,1425,5,,
Jūratė Malašauskienė,Kaišiadorių rajono savivaldybė Žiežmarių apylinkės seniūnija Pakertų,1426,5,pakertai@kaisiadoriuvb.lt,
Dana Zelenkauskienė,Kaišiadorių rajono savivaldybė Žiežmarių apylinkės seniūnija Liutonių,1427,5,,
Regina Baublienė,Kaišiadorių rajono savivaldybė Kaišiadorių apylinkės seniūnija Sodų,1428,5,,
Alvydas Vinickas,Kaišiadorių rajono savivaldybė Kaišiadorių apylinkės seniūnija Gudienos,1429,5,,
Jovita Girdžijauskienė,Kaišiadorių rajono savivaldybė Kaišiadorių apylinkės seniūnija Pavasario,1430,5,jovitag52@gmail.com,
Rima Sinkevičienė,Kaišiadorių rajono savivaldybė Kaišiadorių apylinkės seniūnija Kasčiukiškių,1431,5,,
Arvydas Stalerūnas,Kaišiadorių rajono savivaldybė Kaišiadorių apylinkės seniūnija Gudzenkos,1432,5,arvydas.stalerunas@gmail.com,
Rimvydas Ambroževičius,Kaišiadorių rajono savivaldybė Kruonio seniūnija Anglininkų,1433,5,,
Alvydas Lankas,Kaišiadorių rajono savivaldybė Kruonio seniūnija Darsūniškio,1434,5,,
Regimantas Guogas,Kaišiadorių rajono savivaldybė Kruonio seniūnija Kalvių,1435,5,,
Alvydas Garbačiūnas,Kaišiadorių rajono savivaldybė Kruonio seniūnija Kruonio,1436,5,,
Elvyra Dambrauskienė,Kaišiadorių rajono savivaldybė Kruonio seniūnija Morkūnų,1437,5,,
Kęstutis Malinauskas,Kaišiadorių rajono savivaldybė Kruonio seniūnija Vilūnų,1438,5,,
Algimantas Kildušis,Kaišiadorių rajono savivaldybė Palomenės seniūnija Palomenės,1439,5,,
Danutė Rumševičienė,Kaišiadorių rajono savivaldybė Palomenės seniūnija Zūbiškių,1440,5,,
Janina Majauskienė,Kaišiadorių rajono savivaldybė Palomenės seniūnija Beloniškių,1441,5,,
Audrius Ščerba,Kaišiadorių rajono savivaldybė Palomenės seniūnija Tauckūnų,1442,5,,
Povilas Čiurinskas,Kaišiadorių rajono savivaldybė Palomenės seniūnija Pašulių,1443,5,,
Jonesa Drumstienė,Kaišiadorių rajono savivaldybė Pravieniškių seniūnija Pravieniškių I,1444,5,jonesadrum@gmail.com,
Irma Mieldažienė,Kaišiadorių rajono savivaldybė Pravieniškių seniūnija Pravieniškių II,1445,5,irmina.m@gmail.com,
Mantvydas Kanapeckas,Kaišiadorių rajono savivaldybė Pravieniškių seniūnija Aleksandruvkos,1446,5,m.kanapeckas@gmail.com,
Kazys Algirdas Malinauskas,Kaišiadorių rajono savivaldybė Kaišiadorių miesto seniūnija Senųjų Kaišiadorių,1447,5,,
Marijonas Vaicekauskas,Kaišiadorių rajono savivaldybė Kaišiadorių miesto seniūnija Senamiesčio,1448,5,,
Vytautas Malevičius,Kaišiadorių rajono savivaldybė Kaišiadorių miesto seniūnija Girelės,1449,5,,
Virgilijus Urbonavičius Urbonavičius,Kaišiadorių rajono savivaldybė Kaišiadorių miesto seniūnija Lomenos,1450,5,,
Vilgima Malinauskienė,Kaišiadorių rajono savivaldybė Paparčių seniūnija Dainavos,1452,5,,
Edmundas Perednis,Kaišiadorių rajono savivaldybė Paparčių seniūnija Kaugonių,1453,5,,
Valentinas Šimkūnas,Kaišiadorių rajono savivaldybė Žiežmarių seniūnija Tulpių,1454,5,,
Alvydas Visockas,Kaišiadorių rajono savivaldybė Žiežmarių seniūnija Žiedo,1455,5,,
Kęstutis Ambrizas,Kaišiadorių rajono savivaldybė Žiežmarių seniūnija Centro,1456,5,,
Arūnas Žiemelis,Kaišiadorių rajono savivaldybė Žiežmarių seniūnija Melioratorių,1457,5,,
Augis Šliužas,Kaišiadorių rajono savivaldybė Žiežmarių seniūnija Sodų,1458,5,,
Jūratė Vaitonienė,Kaišiadorių rajono savivaldybė Rumšiškių seniūnija Rumšiškių,1459,5,juratevaitoniene@yahoo.com,
Gintaras Markevičius,Kaišiadorių rajono savivaldybė Rumšiškių seniūnija Dovainonių,1460,5,gintarasmark@gmail.com,
Vladas Tuminas,Kaišiadorių rajono savivaldybė Rumšiškių seniūnija Antakalnio,1461,5,,
Virginija Stankevičienė,Kaišiadorių rajono savivaldybė Nemaitonių seniūnija Nemaitonių krašto,1462,5,Stankeviciene282@gmail.com,
Janina Bekešienė,Kaišiadorių rajono savivaldybė Nemaitonių seniūnija Varkalių krašto,1463,5,j.bekesiene@gmail.com,
Albina Pašvenskienė,Kaišiadorių rajono savivaldybė Nemaitonių seniūnija Mičiūnų krašto,1464,5,,
Edmundas Benkunskas,Kaišiadorių rajono savivaldybė Žaslių seniūnija Senųjų Žaslių,1465,5,,
Renata Žukauskienė,Kaišiadorių rajono savivaldybė Žaslių seniūnija Guobos,1466,5,r.zukauskienee@gmail.com,
Romaldas Marcinkevičius,Kaišiadorių rajono savivaldybė Žaslių seniūnija Karsakų,1467,5,romaldas.m19@gmail.com,
Genovaitė Murauskienė,Kaišiadorių rajono savivaldybė Žaslių seniūnija Stabintiškių,1468,5,,
Angelė Tadarauskienė,Kaišiadorių rajono savivaldybė Žaslių seniūnija Mikalaučiškių,1469,5,,
Liuda Petrauskienė,Kaišiadorių rajono savivaldybė Žaslių seniūnija Žaslių geležinkelio stoties,1470,5,,
Arvydas Balčiūnas,Jonavos rajono savivaldybė Kulvos seniūnija Batėgalos,1471,5,,
Rimantas Kubiliūnas,Jonavos rajono savivaldybė Kulvos seniūnija Čičinų,1472,5,,
Jonas Chaladauskas,Jonavos rajono savivaldybė Kulvos seniūnija Kulvos,1473,5,,
Dalia Aleksandravičienė,Jonavos rajono savivaldybė Kulvos seniūnija Preišiogalėlės,1474,5,,
Marius Kilmanas,Jonavos rajono savivaldybė Kulvos seniūnija Ragožių,1475,5,,
Saulius Linartas,Jonavos rajono savivaldybė Kulvos seniūnija Ručiūnų,1476,5,,
Liutauras Zeltinis,Jonavos rajono savivaldybė Kulvos seniūnija Rimkų,1477,5,,
Liudvikas Mockus,Jonavos rajono savivaldybė Žeimių seniūnija Žeimių miestelio,1478,5,liudvikas.mockus@gmail.com,
Edmundas Svirskas,Jonavos rajono savivaldybė Žeimių seniūnija Žeimių kaimiškoji,1479,5,edmundas.svirskas@gmail.com,
Dalė Čepkauskienė,Jonavos rajono savivaldybė Žeimių seniūnija Juškonių,1480,5,dalecepkauskiene@gmail.com,
Algimantas Šeškas,Jonavos rajono savivaldybė Žeimių seniūnija Kuigalių,1481,5,algis.ekas@gmail.com,
Tomas Ivaškevičius,Jonavos rajono savivaldybė Žeimių seniūnija Naujasodžio,1482,5,tomasi@one.lt,
Dalia Freimontienė,Jonavos rajono savivaldybė Bukonių seniūnija Bukonių I,1483,5,,
Vidas Urbonas,Jonavos rajono savivaldybė Bukonių seniūnija Bukonių II,1484,5,,
Petras Vyšniauskas,Jonavos rajono savivaldybė Bukonių seniūnija Mimainių,1485,5,,
Emilija Belskienė,Jonavos rajono savivaldybė Bukonių seniūnija Petrašiūnų,1486,5,,
Romualdas Tamulionis,Jonavos rajono savivaldybė Bukonių seniūnija Liepių,1487,5,,
Jonas Stundys,Jonavos rajono savivaldybė Bukonių seniūnija Vaivadiškių,1488,5,,
Donatas Darela,Jonavos rajono savivaldybė Šilų seniūnija Šilų,1489,5,,
Audrius Imbrasas,Jonavos rajono savivaldybė Šilų seniūnija Jaugeliškių,1490,5,,
Vladislovas Gradauskas,Jonavos rajono savivaldybė Šilų seniūnija Aklojo ežero,1491,5,,
Indiana Žilinskienė,Jonavos rajono savivaldybė Šilų seniūnija Ilgabradų,1492,5,,
Lena Kazlauskienė,Jonavos rajono savivaldybė Šilų seniūnija Markutiškių,1493,5,,
Eugenija Stučinskienė,Jonavos rajono savivaldybė Šilų seniūnija Praulių,1494,5,,
Ramutis Vladislovas Pėstininkas,Jonavos rajono savivaldybė Šilų seniūnija Milagainių,1495,5,,
Vladimiras Ževžikovas,Jonavos rajono savivaldybė Šilų seniūnija Panoterių,1496,5,,
Vilmas Palaima,Jonavos rajono savivaldybė Upninkų seniūnija Upninkų,1497,5,,
Eugenijus Stanevičius,Jonavos rajono savivaldybė Upninkų seniūnija Kunigiškių - Pakalniškių,1498,5,,
Dainius Pilipaitis,Jonavos rajono savivaldybė Upninkų seniūnija Upninkėlių,1499,5,,
Romualdas Moročka,Jonavos rajono savivaldybė Upninkų seniūnija Padaigų,1500,5,,
Marijonas Lipnickas,savivaldybė Upninkų seniūnija Keižionių,1501,5,,
Algimantas Zakarauskas,Jonavos rajono savivaldybė Dumsių seniūnija Gaižiūnų,1508,5,,
Leonas Prakapavičius,Jonavos rajono savivaldybė Dumsių seniūnija Gulbiniškių,1509,5,,
Vilius Plytnikas,Jonavos rajono savivaldybė Dumsių seniūnija Bartonių,1510,5,,
Zita Riaubiškienė,Jonavos rajono savivaldybė Dumsių seniūnija Šveicarijos,1511,5,,
Vismantas Bagdonas,Jonavos rajono savivaldybė Dumsių seniūnija Barborlaukio,1512,5,,
Rita Dadurkienė,Jonavos rajono savivaldybė Užusalių seniūnija Veseluvkos,1513,5,,
Algimantas Braukyla,Jonavos rajono savivaldybė Užusalių seniūnija Užusalių,1514,5,,
Neringa Kušeliauskienė,Jonavos rajono savivaldybė Užusalių seniūnija Išorų,1515,5,,
Edita Narauskienė,Jonavos rajono savivaldybė Užusalių seniūnija Kalnėnų,1516,5,,
Valentina Grickevičienė,Jonavos rajono savivaldybė Užusalių seniūnija Krėslynų,1517,5,,
Gediminas Zakarauskas,Jonavos rajono savivaldybė Užusalių seniūnija Svilonių,1518,5,,
Valerija Maliauskienė,Jonavos rajono savivaldybė Užusalių seniūnija Paskutiškių,1519,5,,
Algimantas Bekenis,Anykščių rajono savivaldybė Viešintų seniūnija Viešintų,1587,5,,
Genovaitė Kaušpėdienė,Anykščių rajono savivaldybė Viešintų seniūnija Viešintėlių,1588,5,,
Jochana Dubrienė Maneikienė,Anykščių rajono savivaldybė Viešintų seniūnija Papilių,1589,5,,
